user_id,age,annual_income,monthly_income,current_savings,monthly_investment_capacity,risk_profile,financial_goal,investment_horizon,dependents,tax_bracket,esg_preference,health_risk,investment_knowledge,emergency_fund_months,existing_epf_balance,existing_ppf_balance,existing_nps_balance,recommended_investments
820,61,3304139,275344,6309752,64841,Aggressive,Wealth Creation,Medium Term,1,30%,Low,High,Intermediate,24,2185062,1382563,108525,REITs
821,38,995947,82995,4874104,8066,Aggressive,Emergency Fund,Short Term,0,20%,High,Low,Beginner,4,2369471,549442,1876122,ESG Mutual Funds
822,32,1078271,89855,2646489,131563,Moderate,Wealth Creation,Medium Term,0,20%,Low,Medium,Beginner,15,640157,441022,1441448,REITs
823,47,3447861,287321,10572164,120195,Conservative,Wealth Creation,Medium Term,0,5%,High,High,Advanced,19,263825,245801,718925,"PPF, Bonds, ESG Mutual Funds, Fixed Deposit, REITs"
824,43,4359339,363278,18386919,3314,Conservative,Emergency Fund,Long Term,2,5%,Low,High,Beginner,17,193258,1086314,1073206,"Fixed Deposit, PPF, Bonds"
825,30,2114510,176209,12293698,32091,Conservative,Retirement,Medium Term,1,5%,Low,High,Advanced,4,2244712,573920,1009935,"Fixed Deposit, PPF, Bonds, NPS"
826,33,1071498,89291,11745510,146571,Aggressive,Child Education,Medium Term,5,20%,Medium,High,Intermediate,6,2097933,362722,414976,"Mutual Funds, Stocks, Index Funds, REITs"
827,64,2657893,221491,13231050,28973,Aggressive,Emergency Fund,Medium Term,1,5%,High,Medium,Intermediate,14,3554566,1250594,1566738,ESG Mutual Funds
828,38,2973857,247821,3659084,102413,Moderate,Wealth Creation,Long Term,2,20%,High,Low,Intermediate,5,283199,1072392,530712,"REITs, ESG Mutual Funds"
829,58,3737720,311476,9897338,141066,Moderate,House Purchase,Short Term,0,5%,Medium,Medium,Beginner,11,2057877,152337,451273,REITs
830,63,3417712,284809,12531050,40021,Moderate,Retirement,Short Term,2,30%,Low,High,Intermediate,6,3903862,1190069,1667737,"NPS, PPF"
831,41,2251599,187633,18895530,19363,Moderate,Child Education,Long Term,1,30%,Low,Low,Advanced,8,627670,1203657,1872052,"Fixed Deposit, REITs, Gold"
832,41,1962206,163517,6664358,15018,Moderate,House Purchase,Short Term,2,20%,Low,Low,Intermediate,5,2742024,1239775,802910,"PPF, Stocks, NPS"
833,22,338981,28248,15544492,76544,Conservative,House Purchase,Short Term,4,30%,Low,Medium,Advanced,0,582623,985437,199480,"Fixed Deposit, PPF, Bonds, REITs"
834,47,2824956,235413,9266514,85149,Moderate,House Purchase,Short Term,4,20%,Medium,High,Beginner,12,2503528,1460576,953327,REITs
835,52,1318485,109873,12596206,28933,Conservative,Wealth Creation,Short Term,0,5%,Low,Medium,Advanced,23,3654769,474672,356917,"Fixed Deposit, PPF, Bonds"
836,26,1903563,158630,12427543,142917,Conservative,Tax Saving,Short Term,2,5%,Low,Low,Intermediate,2,2212303,690652,1442676,"NPS, PPF, Bonds, Fixed Deposit, Insurance"
837,60,3483950,290329,9106745,46653,Conservative,Emergency Fund,Medium Term,0,5%,Medium,Low,Advanced,13,3747860,1401390,256635,"Fixed Deposit, PPF, Bonds"
838,54,4725736,393811,8120627,127285,Aggressive,House Purchase,Medium Term,2,30%,Medium,Low,Beginner,8,2484992,1491874,173632,REITs
839,43,4985165,415430,8182797,55973,Aggressive,Retirement,Short Term,3,5%,Low,Low,Advanced,6,3927130,1716542,807529,"NPS, PPF, REITs"
840,33,4390667,365888,3557603,91246,Conservative,Emergency Fund,Long Term,4,20%,Medium,High,Intermediate,20,1291836,1777980,1058037,"Fixed Deposit, PPF, Bonds, REITs"
841,27,1391026,115918,7391200,97327,Moderate,House Purchase,Long Term,4,5%,Medium,Low,Beginner,8,3549169,344344,1439204,REITs
842,40,1156177,96348,4992223,122836,Conservative,Tax Saving,Short Term,1,5%,Medium,Low,Intermediate,0,3994994,1388074,1113347,"NPS, PPF, Bonds, Fixed Deposit, Insurance"
843,49,3252427,271035,8961343,33018,Aggressive,Retirement,Medium Term,3,5%,Low,Medium,Advanced,13,4260799,699902,111478,"NPS, PPF"
844,49,2586641,215553,12457780,27641,Conservative,Tax Saving,Medium Term,5,20%,Low,Medium,Beginner,12,1481806,1245811,578658,"NPS, PPF, Bonds, Fixed Deposit, Insurance"
845,54,4440753,370062,17451947,115656,Conservative,Tax Saving,Short Term,5,5%,Low,Low,Beginner,1,299372,1206345,558216,"NPS, PPF, Bonds, Fixed Deposit, Insurance"
846,36,852367,71030,17905377,28484,Moderate,Wealth Creation,Long Term,5,30%,Medium,Medium,Intermediate,3,1844556,1539150,1728197,"NPS, Bonds, PPF"
847,31,2007714,167309,11714631,77495,Aggressive,Emergency Fund,Medium Term,5,5%,Low,Low,Advanced,22,3999338,1549985,640311,"Mutual Funds, Stocks, Index Funds, REITs"
848,65,2301685,191807,5762057,84604,Aggressive,Retirement,Short Term,1,20%,Medium,Low,Beginner,21,3981239,897418,700562,"NPS, PPF, REITs"
849,22,1789104,149092,8902739,22179,Conservative,Tax Saving,Short Term,4,20%,Medium,High,Beginner,15,2076267,991047,229399,"NPS, PPF, Bonds, Fixed Deposit, Insurance"
850,23,445884,37157,19084312,78194,Conservative,Emergency Fund,Long Term,1,5%,Low,Low,Intermediate,23,2815865,949205,1028992,"Fixed Deposit, PPF, Bonds, REITs"
851,43,4877789,406482,8684881,129531,Moderate,Child Education,Medium Term,0,20%,Medium,High,Intermediate,16,4997459,1015765,236477,REITs
852,38,4656278,388023,745492,40771,Moderate,Wealth Creation,Long Term,1,20%,Medium,Low,Beginner,18,3613145,753758,432658,"Mutual Funds, PPF, Fixed Deposit"
853,61,1205396,100449,9241360,144846,Moderate,Emergency Fund,Short Term,2,30%,Medium,Medium,Intermediate,18,3500518,1982367,579332,REITs
854,40,1898639,158219,1429086,138335,Aggressive,Child Education,Long Term,0,20%,Medium,High,Intermediate,9,924345,17479,1046325,REITs
855,64,1534225,127852,15697017,41381,Aggressive,Child Education,Long Term,4,30%,Low,Medium,Intermediate,9,542042,1677270,618086,"Stocks, Bonds, REITs"
856,34,2674121,222843,19950181,34357,Conservative,House Purchase,Medium Term,0,20%,Medium,High,Beginner,1,2109176,288817,734460,"Fixed Deposit, PPF, Bonds"
857,39,4511024,375918,18865618,42642,Conservative,Tax Saving,Medium Term,1,30%,Low,Medium,Advanced,2,2439424,458978,67395,"NPS, PPF, Bonds, Fixed Deposit, Insurance"
858,51,3274870,272905,8395943,103250,Moderate,House Purchase,Short Term,2,20%,High,Medium,Beginner,18,3655891,1423805,1836963,"REITs, ESG Mutual Funds"
859,41,1467495,122291,6744332,67541,Conservative,House Purchase,Long Term,1,20%,Medium,Low,Intermediate,18,3868443,1144689,384559,"Fixed Deposit, PPF, Bonds, REITs"
860,45,3964922,330410,3272644,38335,Aggressive,House Purchase,Long Term,2,30%,High,High,Intermediate,14,2971193,896887,978431,ESG Mutual Funds
861,47,3741498,311791,15528122,9254,Aggressive,Retirement,Medium Term,0,5%,High,Medium,Beginner,18,4296702,782470,266914,"NPS, PPF, ESG Mutual Funds"
862,60,4857275,404772,19027534,78898,Conservative,House Purchase,Short Term,3,30%,Low,Medium,Advanced,14,455889,177542,114699,"Fixed Deposit, PPF, Bonds, REITs"
863,38,1197991,99832,11239847,27532,Moderate,Emergency Fund,Medium Term,5,20%,Low,Low,Advanced,18,4285076,1550557,1503556,"Stocks, PPF, Index Funds"
864,56,4454916,371243,4626916,60600,Aggressive,Tax Saving,Short Term,2,30%,Medium,High,Beginner,15,1683592,240561,140807,"NPS, Insurance, PPF, REITs"
865,21,1583642,131970,4111241,138268,Conservative,Wealth Creation,Short Term,0,20%,Low,High,Intermediate,12,466852,1942055,255457,"Fixed Deposit, PPF, Bonds, REITs"
866,40,3693672,307806,16280933,50246,Conservative,Emergency Fund,Medium Term,4,30%,Medium,High,Advanced,3,3626845,306700,1334202,"Fixed Deposit, PPF, Bonds, REITs"
867,22,1850280,154190,4804199,65093,Conservative,Emergency Fund,Long Term,5,30%,Low,Medium,Intermediate,9,2428074,1399923,209756,"Fixed Deposit, PPF, Bonds, REITs"
868,58,4435282,369606,12375865,74137,Moderate,House Purchase,Long Term,0,20%,Medium,Medium,Beginner,0,2377517,958571,251923,REITs
869,57,3566770,297230,419757,81367,Conservative,Tax Saving,Long Term,5,30%,Medium,Low,Intermediate,4,3925089,1850577,1516377,"NPS, PPF, Bonds, Fixed Deposit, Insurance"
870,50,2622839,218569,356018,43501,Moderate,Emergency Fund,Long Term,1,20%,High,High,Intermediate,16,526517,365946,1375562,ESG Mutual Funds
871,30,3251674,270972,18946103,90943,Moderate,Tax Saving,Short Term,2,30%,Medium,Medium,Beginner,20,4057944,789625,989336,"NPS, Insurance, PPF, REITs"
872,59,1813091,151090,19378659,134901,Aggressive,Emergency Fund,Medium Term,1,30%,Medium,High,Advanced,11,4903084,1294938,1740397,REITs
873,46,866818,72234,1557571,9738,Aggressive,Wealth Creation,Short Term,0,30%,Low,Medium,Advanced,15,2715051,1593645,485563,"PPF, Mutual Funds, Index Funds"
874,45,3823686,318640,2209895,18233,Aggressive,Child Education,Short Term,0,30%,Low,Medium,Intermediate,19,247123,1936826,365045,"Gold, Mutual Funds, Bonds"
875,45,1417502,118125,19302850,147874,Conservative,Wealth Creation,Medium Term,3,20%,High,Medium,Beginner,6,1359705,910296,1706741,"PPF, Bonds, ESG Mutual Funds, Fixed Deposit, REITs"
876,54,1913094,159424,2936295,8355,Aggressive,Tax Saving,Short Term,1,5%,Low,Low,Intermediate,24,3422781,1191801,1146263,"NPS, Insurance, PPF"
877,25,3158093,263174,6267782,140452,Moderate,Wealth Creation,Short Term,4,20%,High,Medium,Intermediate,19,4686692,1789754,289141,"REITs, ESG Mutual Funds"
878,25,3981576,331798,14394913,100597,Conservative,Emergency Fund,Short Term,1,30%,Medium,Low,Beginner,15,1934190,107959,1261415,"Fixed Deposit, PPF, Bonds, REITs"
879,55,3075956,256329,806400,60725,Moderate,Child Education,Medium Term,5,20%,Low,Low,Intermediate,2,4483071,1206608,506249,REITs
880,54,4494698,374558,10527013,106653,Aggressive,Retirement,Long Term,5,5%,High,Medium,Intermediate,20,251473,67685,708932,"NPS, PPF, REITs, ESG Mutual Funds"
881,47,2488429,207369,6778041,89697,Conservative,Wealth Creation,Short Term,4,30%,Medium,High,Beginner,7,4140240,152907,1689595,"Fixed Deposit, PPF, Bonds, REITs"
882,57,596638,49719,11654651,20550,Moderate,Emergency Fund,Long Term,4,5%,High,Medium,Beginner,8,350148,218232,74658,ESG Mutual Funds
883,52,4558093,379841,7607969,93817,Moderate,House Purchase,Medium Term,1,5%,Low,Low,Beginner,17,3182540,1430134,1433602,REITs
884,22,4934672,411222,16229052,15668,Moderate,House Purchase,Long Term,1,20%,High,Medium,Advanced,4,969582,918453,247448,ESG Mutual Funds
885,60,3384563,282046,11854083,52763,Moderate,House Purchase,Short Term,1,5%,Low,High,Beginner,7,3465044,1567570,1578251,REITs
886,55,684028,57002,549912,67515,Conservative,Retirement,Short Term,1,20%,Low,Medium,Beginner,10,2933223,1263357,1374072,"NPS, PPF, Bonds, Fixed Deposit, REITs"
887,36,2752935,229411,4402554,106285,Moderate,Tax Saving,Short Term,5,5%,Low,Medium,Advanced,6,4151767,1479027,1541865,"NPS, Insurance, PPF, REITs"
888,43,2147903,178991,14932794,81355,Moderate,Emergency Fund,Medium Term,5,5%,High,Medium,Intermediate,22,4541753,1055801,218896,"REITs, ESG Mutual Funds"
889,24,3207788,267315,13835296,129456,Moderate,Retirement,Short Term,1,30%,Low,Medium,Advanced,17,1768063,257421,780958,"NPS, PPF, REITs"
890,30,600879,50073,7938822,117416,Aggressive,House Purchase,Short Term,0,20%,Low,Medium,Intermediate,18,3222707,630011,1734719,"Mutual Funds, Stocks, Index Funds, REITs"
891,26,800968,66747,9414789,102646,Moderate,Retirement,Medium Term,3,20%,Low,Low,Beginner,12,1547084,1383964,904050,"NPS, PPF, REITs"
892,55,738385,61532,10289070,10206,Aggressive,Child Education,Short Term,4,20%,Medium,High,Beginner,24,229387,715012,1522084,"REITs, Fixed Deposit, Insurance"
893,24,1216121,101343,18615471,103740,Aggressive,Tax Saving,Medium Term,4,20%,Medium,High,Advanced,18,4352956,545470,340889,"NPS, Stocks, PPF, Insurance, REITs"
894,45,4220268,351689,8043568,36569,Conservative,Child Education,Long Term,2,5%,Low,High,Intermediate,10,4790588,827538,80963,"Fixed Deposit, PPF, Bonds"
895,60,2600742,216728,12186465,72450,Aggressive,Child Education,Long Term,4,5%,Low,Medium,Advanced,21,2692654,1753218,554733,REITs
896,32,4022937,335244,15576450,6526,Moderate,Retirement,Medium Term,0,20%,Medium,High,Advanced,6,3427676,122861,1215447,"NPS, PPF"
897,26,2618994,218249,18553520,84320,Conservative,House Purchase,Short Term,2,20%,Medium,Medium,Beginner,7,1463772,308075,1827120,"Fixed Deposit, PPF, Bonds, REITs"
898,60,715904,59658,7857192,32001,Aggressive,Retirement,Short Term,5,30%,Medium,High,Intermediate,1,4642320,1504408,478050,"NPS, PPF"
899,24,2473108,206092,8688423,6225,Aggressive,Child Education,Long Term,5,5%,High,Low,Intermediate,3,649942,1063125,930742,"Mutual Funds, Stocks, Index Funds, ESG Mutual Funds"
900,28,4586876,382239,2648798,64122,Conservative,Child Education,Long Term,2,30%,Medium,Low,Advanced,13,2374684,300059,51788,"Fixed Deposit, PPF, Bonds, REITs"
901,41,3322305,276858,11290257,108990,Aggressive,Child Education,Medium Term,2,30%,Low,Low,Intermediate,1,2440016,1950998,314705,REITs
902,58,514205,42850,3614557,57438,Moderate,Emergency Fund,Long Term,5,30%,High,High,Intermediate,6,3177937,1742160,1221981,"REITs, ESG Mutual Funds"
903,23,1558917,129909,12837247,22563,Conservative,Wealth Creation,Long Term,4,30%,High,High,Advanced,13,4521186,1537308,254263,"Fixed Deposit, PPF, Bonds, ESG Mutual Funds"
904,54,731438,60953,15898736,139480,Aggressive,House Purchase,Medium Term,2,5%,High,Medium,Beginner,10,2039046,1675636,1609864,"REITs, ESG Mutual Funds"
905,44,2236851,186404,15344820,84527,Aggressive,Retirement,Long Term,1,20%,High,Medium,Intermediate,2,2952660,1175363,1060411,"NPS, PPF, REITs, ESG Mutual Funds"
906,25,3339167,278263,16295529,62384,Moderate,House Purchase,Short Term,4,5%,High,Low,Intermediate,21,4905283,1396499,289700,"REITs, ESG Mutual Funds"
907,59,2483378,206948,9676269,91540,Moderate,Retirement,Short Term,3,20%,High,Low,Advanced,15,1661818,1887169,377310,"NPS, PPF, REITs, ESG Mutual Funds"
908,50,430126,35843,5645904,33664,Moderate,Child Education,Long Term,5,20%,High,Low,Beginner,1,3619012,50187,1447132,ESG Mutual Funds
909,31,912491,76040,4491860,136977,Aggressive,House Purchase,Medium Term,2,5%,Medium,High,Advanced,7,2461149,249623,706338,"Mutual Funds, Stocks, Index Funds, REITs"
910,42,1204055,100337,1567925,21333,Aggressive,Child Education,Medium Term,3,30%,Medium,High,Intermediate,9,4002255,1468244,282288,"Index Funds, Insurance, Mutual Funds"
911,30,365294,30441,19966343,98960,Aggressive,Tax Saving,Medium Term,3,20%,Medium,Low,Advanced,23,4933179,585733,1981322,"NPS, Stocks, PPF, Insurance, REITs"
912,27,2248367,187363,10027361,131313,Moderate,Retirement,Long Term,4,30%,High,High,Intermediate,9,2707843,805448,668107,"NPS, PPF, REITs, ESG Mutual Funds"
913,32,1501219,125101,1457085,57228,Moderate,Emergency Fund,Medium Term,4,30%,Medium,Low,Intermediate,9,1389090,248619,603650,REITs
914,38,4382196,365183,14777602,60624,Conservative,Child Education,Medium Term,4,5%,Low,High,Intermediate,4,805105,433781,1157970,"Fixed Deposit, PPF, Bonds, REITs"
915,53,1716436,143036,967717,12418,Aggressive,Emergency Fund,Short Term,0,20%,Low,Medium,Beginner,9,4791280,894440,1535302,"Bonds, Insurance, Index Funds"
916,50,2774149,231179,3728064,33441,Moderate,House Purchase,Medium Term,2,5%,Low,Medium,Advanced,21,976959,741807,1685357,"Mutual Funds, PPF, REITs"
917,41,1614722,134560,17064116,89906,Moderate,House Purchase,Long Term,5,30%,High,Low,Advanced,22,2640817,1871231,1939299,"REITs, ESG Mutual Funds"
918,23,3935435,327952,3420166,138654,Moderate,Wealth Creation,Long Term,5,30%,Low,High,Advanced,0,2062873,287046,1229651,REITs
919,45,2147251,178937,6615874,71543,Moderate,Wealth Creation,Medium Term,1,30%,Medium,Medium,Beginner,6,744167,1994040,1082772,REITs
920,34,326824,27235,14623320,19632,Moderate,Emergency Fund,Long Term,1,30%,Low,Low,Intermediate,22,2206823,1286347,797526,"REITs, PPF, Gold"
921,51,4749830,395819,6091956,80669,Conservative,Child Education,Long Term,3,20%,High,Medium,Advanced,11,4558481,1008644,619534,"PPF, Bonds, ESG Mutual Funds, Fixed Deposit, REITs"
922,27,2136522,178043,3820424,77306,Moderate,House Purchase,Medium Term,1,30%,Medium,Low,Beginner,14,2675177,1385405,238102,REITs
923,43,3639415,303284,4346908,128809,Moderate,Emergency Fund,Medium Term,5,5%,Low,Medium,Intermediate,16,1804441,1866068,1784651,REITs
924,47,810054,67504,18916224,86722,Moderate,Tax Saving,Medium Term,3,20%,Medium,Medium,Intermediate,8,458297,562702,1018178,"NPS, Insurance, PPF, REITs"
925,35,3150797,262566,1581039,82874,Moderate,House Purchase,Short Term,4,5%,High,Low,Advanced,3,2765591,270984,1268695,"REITs, ESG Mutual Funds"
926,55,467100,38925,758592,101401,Conservative,Tax Saving,Medium Term,2,30%,Low,High,Beginner,16,1765494,759374,1122967,"NPS, PPF, Bonds, Fixed Deposit, Insurance"
927,33,1616951,134745,18025069,105684,Aggressive,Wealth Creation,Medium Term,1,20%,Medium,Medium,Beginner,17,2086278,1971351,28607,"Mutual Funds, Stocks, Index Funds, REITs"
928,23,468010,39000,17718266,28875,Aggressive,House Purchase,Medium Term,0,5%,Medium,Medium,Beginner,7,2074576,70837,571386,"Mutual Funds, Stocks, Index Funds"
929,28,3469692,289141,13496970,36391,Aggressive,Child Education,Short Term,0,5%,High,High,Advanced,24,3484460,42266,30915,"Mutual Funds, Stocks, Index Funds, ESG Mutual Funds"
930,55,1573789,131149,3256349,104530,Conservative,Emergency Fund,Medium Term,2,20%,High,High,Beginner,9,2298895,962394,425022,"PPF, Bonds, ESG Mutual Funds, Fixed Deposit, REITs"
931,27,2516857,209738,19384103,125574,Moderate,Child Education,Medium Term,0,5%,Medium,High,Intermediate,15,2385912,1903513,1474045,REITs
932,55,4549614,379134,8257885,102246,Conservative,House Purchase,Long Term,3,20%,High,High,Beginner,14,1879558,1211901,52202,"PPF, Bonds, ESG Mutual Funds, Fixed Deposit, REITs"
933,46,2247126,187260,15051692,98946,Moderate,Emergency Fund,Short Term,5,20%,Medium,Low,Advanced,2,800181,1176261,354954,REITs
934,34,4408836,367403,19961519,67527,Conservative,Wealth Creation,Medium Term,4,20%,High,High,Advanced,24,1949762,123591,1609372,"PPF, Bonds, ESG Mutual Funds, Fixed Deposit, REITs"
935,52,2414129,201177,13869680,83646,Aggressive,Child Education,Short Term,0,20%,High,High,Advanced,13,46739,562340,1447868,"REITs, ESG Mutual Funds"
936,34,4399738,366644,18356920,133023,Moderate,Tax Saving,Short Term,2,20%,High,Medium,Advanced,17,683120,1931960,220292,"NPS, PPF, ESG Mutual Funds, Insurance, REITs"
937,48,950154,79179,12655932,35366,Conservative,Wealth Creation,Long Term,5,5%,Low,Low,Intermediate,3,327675,1857034,889574,"Fixed Deposit, PPF, Bonds"
938,52,1732120,144343,17652289,129714,Conservative,Tax Saving,Long Term,3,20%,Low,Medium,Beginner,13,2468126,1509829,1933511,"NPS, PPF, Bonds, Fixed Deposit, Insurance"
939,64,2574215,214517,17581523,86511,Aggressive,Child Education,Long Term,5,5%,Low,Medium,Advanced,21,1715150,1683622,1287650,REITs
940,44,4656873,388072,8480194,125760,Moderate,Wealth Creation,Medium Term,5,30%,Low,Low,Advanced,22,3975113,20596,666240,REITs
941,47,1803454,150287,5094877,125337,Conservative,Retirement,Medium Term,5,5%,Low,High,Beginner,17,3846961,694230,198630,"NPS, PPF, Bonds, Fixed Deposit, REITs"
942,24,4231691,352640,19996581,43013,Conservative,Child Education,Long Term,4,5%,Medium,High,Beginner,6,2303349,595984,1721246,"Fixed Deposit, PPF, Bonds"
943,48,2864819,238734,12373697,107714,Moderate,Emergency Fund,Long Term,5,30%,Low,Low,Advanced,4,863827,1532301,453910,REITs
944,38,1795900,149658,8872722,149760,Conservative,Wealth Creation,Long Term,4,30%,Medium,Medium,Advanced,24,4967481,1268305,581409,"Fixed Deposit, PPF, Bonds, REITs"
945,60,4271224,355935,7073167,46066,Conservative,Wealth Creation,Short Term,0,30%,Low,Low,Beginner,15,2070,678088,163132,"Fixed Deposit, PPF, Bonds"
946,24,1449028,120752,17219979,117261,Moderate,Tax Saving,Medium Term,2,20%,High,Low,Beginner,17,3298792,791275,1623027,"NPS, PPF, ESG Mutual Funds, Insurance, REITs"
947,45,4280209,356684,11961542,83726,Aggressive,Child Education,Long Term,0,30%,Low,Low,Advanced,8,1198597,1761347,916965,REITs
948,56,4004802,333733,16494809,67677,Aggressive,Retirement,Long Term,3,30%,Medium,Low,Beginner,11,3909727,1616368,1405173,"NPS, PPF, REITs"
949,43,3857423,321451,7223265,148746,Conservative,House Purchase,Medium Term,1,30%,Low,Low,Intermediate,11,4412429,408711,11774,"Fixed Deposit, PPF, Bonds, REITs"
950,58,2903745,241978,11071005,26669,Moderate,Child Education,Long Term,0,30%,Medium,Low,Advanced,8,4015919,835283,92101,"NPS, REITs, Stocks"
951,57,555235,46269,15847738,121139,Moderate,Wealth Creation,Medium Term,5,30%,High,Low,Beginner,11,241902,1285387,1875409,"REITs, ESG Mutual Funds"
952,30,1784009,148667,4467380,23711,Moderate,Retirement,Short Term,3,30%,High,Low,Intermediate,3,4564103,581913,1787981,"NPS, PPF, ESG Mutual Funds"
953,33,439875,36656,11212384,84963,Aggressive,Wealth Creation,Long Term,5,20%,High,Low,Advanced,12,3492837,1756819,1400315,"Stocks, ESG Mutual Funds, REITs, Mutual Funds, Index Funds"
954,63,815760,67980,2229524,52578,Aggressive,Wealth Creation,Long Term,2,5%,Low,Medium,Beginner,8,1666677,1444343,1060038,REITs
955,47,1750962,145913,158192,83569,Moderate,Emergency Fund,Medium Term,0,20%,Medium,High,Advanced,2,4749539,1950923,970992,REITs
956,26,1275273,106272,3088747,49841,Aggressive,Retirement,Short Term,2,30%,High,Low,Beginner,0,1824739,1337868,785445,"NPS, Stocks, PPF, ESG Mutual Funds, Mutual Funds"
957,50,981783,81815,8328956,82683,Aggressive,Tax Saving,Short Term,5,30%,Low,Medium,Beginner,12,2408172,373301,585028,"NPS, Insurance, PPF, REITs"
958,29,2946949,245579,13940956,61234,Conservative,Child Education,Short Term,1,20%,Medium,High,Intermediate,8,775208,1027364,744810,"Fixed Deposit, PPF, Bonds, REITs"
959,58,3350208,279184,11755772,139112,Moderate,Tax Saving,Long Term,1,5%,High,Medium,Beginner,17,4770696,441791,1472593,"NPS, PPF, ESG Mutual Funds, Insurance, REITs"
960,48,3210188,267515,9736795,56380,Moderate,Tax Saving,Long Term,4,30%,Medium,Low,Advanced,24,1767664,541513,457713,"NPS, Insurance, PPF, REITs"
961,50,2488134,207344,1105221,32224,Aggressive,Tax Saving,Long Term,1,20%,Low,Medium,Advanced,10,3122934,1182310,792535,"NPS, Insurance, PPF"
962,63,583952,48662,10867010,29423,Aggressive,Child Education,Short Term,1,20%,Medium,Medium,Intermediate,20,840603,392401,1915011,"Gold, NPS, Index Funds"
963,50,4886707,407225,6296517,7701,Moderate,Emergency Fund,Medium Term,4,30%,High,Medium,Advanced,12,3972610,1749226,510842,ESG Mutual Funds
964,37,3430752,285896,11387313,128499,Aggressive,House Purchase,Medium Term,0,5%,High,Low,Intermediate,13,2259563,1211080,840433,"REITs, ESG Mutual Funds"
965,58,539538,44961,5553798,136271,Conservative,Child Education,Long Term,5,30%,Low,High,Beginner,4,2794640,1653749,112826,"Fixed Deposit, PPF, Bonds, REITs"
966,26,2894374,241197,4796641,92728,Moderate,House Purchase,Short Term,3,5%,High,Low,Beginner,5,2527339,644930,168559,"REITs, ESG Mutual Funds"
967,32,2281251,190104,6872353,116438,Conservative,Tax Saving,Short Term,1,30%,High,Medium,Beginner,15,1336555,722913,209533,"NPS, PPF, Bonds, ESG Mutual Funds, Fixed Deposit"
968,51,4912300,409358,13272033,57703,Moderate,Tax Saving,Medium Term,3,30%,Low,Low,Intermediate,4,2670569,1600219,1961387,"NPS, Insurance, PPF, REITs"
969,29,3654466,304538,11026051,76237,Aggressive,Tax Saving,Medium Term,4,20%,High,Low,Intermediate,15,4919322,56405,464926,"NPS, Stocks, PPF, ESG Mutual Funds, Insurance"
970,59,1794514,149542,7940579,98765,Moderate,Child Education,Long Term,0,30%,High,Medium,Beginner,20,1929996,289574,1048470,"REITs, ESG Mutual Funds"
971,33,671178,55931,7137781,81151,Moderate,Retirement,Medium Term,3,30%,Low,Medium,Beginner,9,2609629,811210,1416149,"NPS, PPF, REITs"
972,51,592147,49345,8808360,112555,Conservative,Wealth Creation,Medium Term,5,30%,Low,Medium,Beginner,11,850647,1375456,1808723,"Fixed Deposit, PPF, Bonds, REITs"
973,46,402546,33545,5448363,85630,Conservative,Emergency Fund,Long Term,3,30%,Medium,Low,Intermediate,20,3369732,885956,1617658,"Fixed Deposit, PPF, Bonds, REITs"
974,24,2841366,236780,14310002,69803,Aggressive,Tax Saving,Short Term,4,20%,High,Medium,Intermediate,22,2810716,1770349,1122026,"NPS, Stocks, PPF, ESG Mutual Funds, Insurance"
975,44,1236773,103064,6050859,113166,Aggressive,House Purchase,Long Term,0,5%,Low,Medium,Advanced,18,2162889,414424,1079815,REITs
976,60,4116727,343060,14642421,14725,Moderate,Child Education,Short Term,0,20%,Medium,Medium,Beginner,19,3097882,529167,892762,"Gold, NPS, Stocks"
977,55,2541734,211811,6047122,78871,Moderate,House Purchase,Short Term,3,20%,Medium,High,Beginner,19,936867,749195,1534914,REITs
978,23,4756603,396383,13344754,67176,Conservative,Retirement,Long Term,0,5%,High,Low,Advanced,15,3616333,1872162,576079,"NPS, PPF, Bonds, ESG Mutual Funds, Fixed Deposit"
979,43,4142241,345186,8240660,139247,Aggressive,House Purchase,Short Term,0,20%,Medium,Low,Beginner,19,848278,800929,1075067,REITs
980,26,3133443,261120,10182967,112763,Moderate,Retirement,Short Term,5,20%,High,High,Advanced,2,3635918,244161,1664393,"NPS, PPF, REITs, ESG Mutual Funds"
981,33,2489223,207435,10223751,136752,Aggressive,Wealth Creation,Long Term,0,20%,High,Medium,Beginner,24,3665365,576269,1566299,"Stocks, ESG Mutual Funds, REITs, Mutual Funds, Index Funds"
982,65,1857877,154823,9339672,133481,Aggressive,Retirement,Long Term,3,5%,High,Medium,Intermediate,0,3415696,434396,39256,"NPS, PPF, REITs, ESG Mutual Funds"
983,47,1388564,115713,9269706,72006,Moderate,Emergency Fund,Long Term,2,5%,Low,Low,Beginner,22,2723016,463591,133635,REITs
984,60,2714504,226208,15506652,112300,Aggressive,Emergency Fund,Medium Term,4,20%,Medium,High,Beginner,10,2857126,670339,726382,REITs
985,49,1573211,131100,15550387,132803,Conservative,Emergency Fund,Long Term,1,30%,Medium,Medium,Intermediate,1,4792523,164854,1324108,"Fixed Deposit, PPF, Bonds, REITs"
986,52,3196579,266381,2838104,56408,Aggressive,Emergency Fund,Medium Term,2,20%,Medium,Medium,Advanced,14,248005,326947,1310432,REITs
987,58,1698668,141555,11848623,115123,Moderate,Retirement,Medium Term,4,30%,Medium,Low,Intermediate,17,1104757,793622,1273226,"NPS, PPF, REITs"
